💞央视💞,#genre#
TRACE Sport Stars,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv077
ARIRANG阿里郎频道,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv079
中视经典台,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv080
TRACE Urban,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv082
Mezzo Live,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv083
智林体育台,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv101
民视旅遊台,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-ftv07
i-Fun动漫台,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-ftv15
龙华卡通台,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn01
博斯魅力,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn04
博斯高球台一台,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn05
博斯高球二台,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn06
博斯运动一台,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn07
博斯运动二台,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn08
博斯网球台,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn09
博斯无限台,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn10
博斯无限二台,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn13
龙华经典,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn21
龙华电影,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn03
龙华洋片,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn02
龙华偶像,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn12
龙华日韩,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn11
龙华戏剧,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn18
台湾戏剧,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-longturn22
影迷数位电影台,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv011
amc电影台,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv017
公视戏剧,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv042
客家电视台,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv043
靖天卡通台,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv044
靖洋戏剧台,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv045
靖天综合台,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv046
靖天日本台,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv047
非凡商业台,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv048
采昌影剧台,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv049
靖天戏剧台,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv058
靖天电影台,http://nas.hxfkof.top:3008/litv.m3u8?id=4gtv-4gtv061
民视影剧台,http://nas.hxfkof.top:3008/litv.m3u8?id=litv-ftv09
//smart
中视,http://nas.hxfkof.top:3005/api?id=zhongshihd_twn
中视新闻台,http://nas.hxfkof.top:3005/api?id=zhongshinews_twn
民视,http://nas.hxfkof.top:3005/api?id=ftvhd_taiwan
民视新闻台,http://nas.hxfkof.top:3005/api?id=ftvnew_taiwan
民视台湾台,http://nas.hxfkof.top:3005/api?id=ftvtaiwan_twn
华视,http://nas.hxfkof.top:3005/api?id=ctshd_twn
公视,http://nas.hxfkof.top:3005/api?id=ctv18_twn
中天新闻,http://nas.hxfkof.top:3005/api?id=ctinews
中天娱乐 CTI Entertaiment,http://nas.hxfkof.top:3005/api?id=ctient
中天综合 CTI Metro,http://nas.hxfkof.top:3005/api?id=ctizhonghe
中天亚洲台,http://nas.hxfkof.top:3005/api?id=ctiasia_twn
台视,http://nas.hxfkof.top:3005/api?id=ttv_taiwan
台视新闻台,http://nas.hxfkof.top:3005/api?id=ttvnews_twn
台视综合台,http://nas.hxfkof.top:3005/api?id=ttvzhonghe
TVBS News 新闻台,http://nas.hxfkof.top:3005/api?id=tvbs_n
TVBS 欢乐台,http://nas.hxfkof.top:3005/api?id=tvbshuanle_twn
TVBS,http://nas.hxfkof.top:3005/api?id=tvbs
八大第一 GTV First,http://nas.hxfkof.top:3005/api?id=badafirst
八大综合 GTV Metro,http://nas.hxfkof.top:3005/api?id=badazhonghe
八大戏剧 GTV Drama,http://nas.hxfkof.top:3005/api?id=badadrama
八大娱乐 GTV Entertainment,http://nas.hxfkof.top:3005/api?id=badaentertain
HBO_HD,http://nas.hxfkof.top:3005/api?id=hbohd_twn
HBO_HITS,http://nas.hxfkof.top:3005/api?id=hbohit_twn
Hollywood Movies,http://nas.hxfkof.top:3005/api?id=hollywoodmovies_twn
三立台湾 Sanli Taiwan,http://nas.hxfkof.top:3005/api?id=sanlitaiwan
三立戏剧台,http://nas.hxfkof.top:3005/api?id=sanlixiju_twn
三立综合 Sanli Metro,http://nas.hxfkof.top:3005/api?id=sanlizhonghe
三立都会台,http://nas.hxfkof.top:3005/api?id=sanlidouhui
东森新闻 ETTV News,http://nas.hxfkof.top:3005/api?id=ettvnews
CINEMAX,http://nas.hxfkof.top:3005/api?id=cinemax_twn
东森综合 ETTV Metro,http://nas.hxfkof.top:3005/api?id=ettvzhonghe
东森戏剧 ETTV Drama,http://nas.hxfkof.top:3005/api?id=ettvdrama
东森超视,http://nas.hxfkof.top:3005/api?id=ettvsuper
东森财经新闻 ETTV Business,http://nas.hxfkof.top:3005/api?id=ettvcaijing_twn
寰宇财经,http://nas.hxfkof.top:3005/api?id=huanyutaiwan_twn
寰宇新闻台,http://nas.hxfkof.top:3005/api?id=huanyuxinwen_twn
公视2,http://nas.hxfkof.top:3005/api?id=ctv2_twn
大爱1台,http://nas.hxfkof.top:3005/api?id=daai_twn
非凡新闻台,http://nas.hxfkof.top:3005/api?id=feifannews_twn
龙华戏剧 Lunghua Drama,http://nas.hxfkof.top:3005/api?id=lunghuaxiju_twn
龙华经典台,http://nas.hxfkof.top:3005/api?id=lunghuajingdian_twn
龙华偶像,http://nas.hxfkof.top:3005/api?id=lunghuaidol_twn
AXN Taiwan,http://nas.hxfkof.top:3005/api?id=axn_twn
靖天国际台,http://nas.hxfkof.top:3005/api?id=jingtianintl_twn
年代新闻,http://nas.hxfkof.top:3005/api?id=niandainews_twn
纬来日本台,http://nas.hxfkof.top:3005/api?id=videolandjapan
纬来电影台,http://nas.hxfkof.top:3005/api?id=videolandmovie
纬来体育台,http://nas.hxfkof.top:3005/api?id=videolandsport
纬来综合台,http://nas.hxfkof.top:3005/api?id=videolandzonghe
纬来育乐,http://nas.hxfkof.top:3005/api?id=videolandyule
纬来精彩,http://nas.hxfkof.top:3005/api?id=videolandspecial_twn
好消息 2,http://nas.hxfkof.top:3005/api?id=good2_twn
大爱2台,http://nas.hxfkof.top:3005/api?id=daai2_twn
亚洲美食,http://nas.hxfkof.top:3005/api?id=afc_twn
美食星球,http://nas.hxfkof.top:3005/api?id=foodplanet_twn
亚洲旅游 TLC Asia,http://nas.hxfkof.top:3005/api?id=tlc_twn
东森电影 ETTV Movie,http://nas.hxfkof.top:3005/api?id=ettvmovie
阿里郎 Arirang,http://nas.hxfkof.top:3005/api?id=arirang_twn
博斯运动 1,http://nas.hxfkof.top:3005/api?id=bosisport1_twn
博斯运动 2,http://nas.hxfkof.top:3005/api?id=bosisport2_twn
博斯高球2,http://nas.hxfkof.top:3005/api?id=bosigolf2_twn
博斯网球,http://nas.hxfkof.top:3005/api?id=bositennis_twn
东森洋片 ETTV Western,http://nas.hxfkof.top:3005/api?id=ettvwestern
龙华洋片 Lunghua Western,http://nas.hxfkof.top:3005/api?id=lunghuawestern_twn
博斯无限,http://nas.hxfkof.top:3005/api?id=bosiunlimited_twn
MTV Live,http://nas.hxfkof.top:3005/api?id=mtvhd_twn
龙详时代,http://nas.hxfkof.top:3005/api?id=lungxiangtime_twn
EYETV 旅游,http://nas.hxfkof.top:3005/api?id=eyetvtravel_twn
靖天卡通台,http://nas.hxfkof.top:3005/api?id=jingtiancartoon_twn
EYETV 戏剧,http://nas.hxfkof.top:3005/api?id=eyetvxiju_twn
卫视中文台 Star Movies Chinese,http://nas.hxfkof.top:3005/api?id=weishichinese_twn
卫视电影台,http://nas.hxfkof.top:3005/api?id=weishimovie_twn
美亚电影,http://nas.hxfkof.top:3005/api?id=meiyamovie_twn
爱尔达影剧台,http://nas.hxfkof.top:3005/api?id=eltayingju_twn
爱尔达综合台,http://nas.hxfkof.top:3005/api?id=eltazonghe_twn
星卫电影,http://nas.hxfkof.top:3005/api?id=xingwei_movie
AFC 亚洲旅游台,http://nas.hxfkof.top:3005/api?id=asiatravel_twn

🌏国际🌏,#genre#
新加坡|Channel 5,http://nas.hxfkof.top:3005/api?id=Channel5HD
新加坡|Channel 8,http://nas.hxfkof.top:3005/api?id=Channel8HD
新加坡|Suria,http://nas.hxfkof.top:3005/api?id=Suria
新加坡|Channel U,http://nas.hxfkof.top:3005/api?id=ChannelU
新加坡|Vasantham,http://nas.hxfkof.top:3005/api?id=Vasantham
新加坡|CNA backup,http://nas.hxfkof.top:3005/api?id=cna_twn
新加坡|MeWatch Ch 5,http://nas.hxfkof.top:3005/api?id=Mewatch_ch5
新加坡|MeWatch Ch 8,http://nas.hxfkof.top:3005/api?id=Mewatch_ch8
新加坡|MeWatch Ch U,http://nas.hxfkof.top:3005/api?id=Mewatch_chU
新加坡|MeWatch Suria,http://nas.hxfkof.top:3005/api?id=Mewatch_Suria
新加坡|MeWatch Vasantham,http://nas.hxfkof.top:3005/api?id=Mewatch_Vasantham
新加坡|MeWatch CNA,http://nas.hxfkof.top:3005/api?id=Mewatch_cna

马来西亚|TV1,http://nas.hxfkof.top:3005/api?id=TV1
马来西亚|TV1 backup,http://nas.hxfkof.top:3005/api?id=TV1_backup
马来西亚|TV2,http://nas.hxfkof.top:3005/api?id=TV2
马来西亚|TV3,http://nas.hxfkof.top:3005/api?id=TV3
马来西亚|TV3 SD,http://nas.hxfkof.top:3005/api?id=TV3_mega
马来西亚|NTV7,http://nas.hxfkof.top:3005/api?id=NTV7
马来西亚|TV8,http://nas.hxfkof.top:3005/api?id=TV8
马来西亚|TV9,http://nas.hxfkof.top:3005/api?id=TV9
马来西亚|Ria,http://nas.hxfkof.top:3005/api?id=Ria-0
马来西亚|Ria-3,http://nas.hxfkof.top:3005/api?id=Ria_backup
马来西亚|Al-Hijrah,http://nas.hxfkof.top:3005/api?id=Alhijrah
马来西亚|Al-Hijrah backup,http://nas.hxfkof.top:3005/api?id=Alhijrah_backup
马来西亚|Awani,http://nas.hxfkof.top:3005/api?id=Awani
马来西亚|Bernama,http://nas.hxfkof.top:3005/api?id=Bernama
马来西亚|Prima,http://nas.hxfkof.top:3005/api?id=Prima-0
马来西亚|Prima backup,http://nas.hxfkof.top:3005/api?id=AAprima1
马来西亚|Prima backup 2,http://nas.hxfkof.top:3005/api?id=AAprima
马来西亚|Ceria,http://nas.hxfkof.top:3005/api?id=Ceria
马来西亚|Astro MTV,http://nas.hxfkof.top:3005/api?id=AstroMTV
马来西亚|Mecca Live,http://nas.hxfkof.top:3005/api?id=quran_mido
马来西亚|Madinah,http://nas.hxfkof.top:3005/api?id=sunnah_mido
马来西亚|Oasis,http://nas.hxfkof.top:3005/api?id=Oasis
马来西亚|Siar,http://nas.hxfkof.top:3005/api?id=Siar
马来西亚|Citra,http://nas.hxfkof.top:3005/api?id=AAcitra
马来西亚|Citra backup,http://nas.hxfkof.top:3005/api?id=AAcitra1
马来西亚|Sensasi,http://nas.hxfkof.top:3005/api?id=Sensasi
马来西亚|Aura,http://nas.hxfkof.top:3005/api?id=Aura
马来西亚|Rania,http://nas.hxfkof.top:3005/api?id=Rania
马来西亚|KBS World,http://nas.hxfkof.top:3005/api?id=KBS
马来西亚|Boo,http://nas.hxfkof.top:3005/api?id=Boo
马来西亚|Awesome TV,http://nas.hxfkof.top:3005/api?id=Dsangat
马来西亚|Astro Sonypix,http://nas.hxfkof.top:3005/api?id=Asonypix
马来西亚|Sony,http://nas.hxfkof.top:3005/api?id=SetOne
马来西亚|TvN,http://nas.hxfkof.top:3005/api?id=TVN
马来西亚|AEC,http://nas.hxfkof.top:3005/api?id=AEC
马来西亚|华丽台 （Wah Lai Toi）,http://nas.hxfkof.top:3005/api?id=Wlt
马来西亚|欢喜台 （Hua Hee Tai）,http://nas.hxfkof.top:3005/api?id=Huahee
马来西亚|Astro QJ,http://nas.hxfkof.top:3005/api?id=Quanjia
马来西亚|TVB Jade,http://nas.hxfkof.top:3005/api?id=Tvbjade
马来西亚|TVB Asia,http://nas.hxfkof.top:3005/api?id=Tvbasia
马来西亚|TVB Entertainment,http://nas.hxfkof.top:3005/api?id=Tvbentertainment
马来西亚|TVB Classic,http://nas.hxfkof.top:3005/api?id=Tvbclassic
马来西亚|AOD,http://nas.hxfkof.top:3005/api?id=Aodhd
马来西亚|TVB 星河台 Xing He,http://nas.hxfkof.top:3005/api?id=Xinhe
马来西亚|爱奇艺 iQiyi,http://nas.hxfkof.top:3005/api?id=Qiyi
马来西亚|Goshop,http://nas.hxfkof.top:3005/api?id=Goshop
马来西亚|Celestial Movies,http://nas.hxfkof.top:3005/api?id=Celestial
马来西亚|Astro LOL,http://nas.hxfkof.top:3005/api?id=Astro_lol
马来西亚|Astro Rusi,http://nas.hxfkof.top:3005/api?id=Rusi
马来西亚|WION,http://nas.hxfkof.top:3005/api?id=Wion
马来西亚|RTM Asean,http://nas.hxfkof.top:3005/api?id=Rtmasean

印度尼西亚|TVRI National,http://nas.hxfkof.top:3005/api?id=TVRI
印度尼西亚|RCTI,http://nas.hxfkof.top:3005/api?id=Rcti
印度尼西亚|Kompass TV,http://nas.hxfkof.top:3005/api?id=Kompass
印度尼西亚|Berita Satu,http://nas.hxfkof.top:3005/api?id=BeritaSatu_eko
印度尼西亚|Indosiar,http://nas.hxfkof.top:3005/api?id=Indosiar
印度尼西亚|AnTV,http://nas.hxfkof.top:3005/api?id=Antv
印度尼西亚|MNC TV,http://nas.hxfkof.top:3005/api?id=Mnctv
印度尼西亚|Trans 7,http://nas.hxfkof.top:3005/api?id=Trans7_eko
印度尼西亚|Transtv,http://nas.hxfkof.top:3005/api?id=Transtv
印度尼西亚|JTV,http://nas.hxfkof.top:3005/api?id=JTV_eko
印度尼西亚|Metro TV,http://nas.hxfkof.top:3005/api?id=metrotv_eko
印度尼西亚|SCTV,http://nas.hxfkof.top:3005/api?id=SCTV
印度尼西亚|Tvone,http://nas.hxfkof.top:3005/api?id=Tvone
印度尼西亚|TVMU,http://nas.hxfkof.top:3005/api?id=TVMU_eko
印度尼西亚|GTV,http://nas.hxfkof.top:3005/api?id=Gtv
印度尼西亚|RTV,http://nas.hxfkof.top:3005/api?id=Rtv
印度尼西亚|Jak TV,http://nas.hxfkof.top:3005/api?id=JakTV
印度尼西亚|iNews TV,http://nas.hxfkof.top:3005/api?id=Inewstv
印度尼西亚|Daai TV,http://nas.hxfkof.top:3005/api?id=DaaiTV
印度尼西亚|Net TV,http://nas.hxfkof.top:3005/api?id=NetTV
印度尼西亚|EWTN,http://nas.hxfkof.top:3005/api?id=Ewtn
印度尼西亚|AlQuran AlKareem,http://nas.hxfkof.top:3005/api?id=AlQuran
印度尼西亚|Tawaf TV,http://nas.hxfkof.top:3005/api?id=TawafTV
印度尼西亚|Vision Prime,http://nas.hxfkof.top:3005/api?id=VisionPrime
印度尼西亚|Muslim TV,http://nas.hxfkof.top:3005/api?id=MuslimTV
印度尼西亚|Music TV,http://nas.hxfkof.top:3005/api?id=MusicTV
印度尼西亚|Lifestyle&Fashion,http://nas.hxfkof.top:3005/api?id=Lifestyle
印度尼西亚|Entertain,http://nas.hxfkof.top:3005/api?id=Entertain

印度|Sun TV,http://nas.hxfkof.top:3005/api?id=Suntv
印度|Star Vijay,http://nas.hxfkof.top:3005/api?id=Starvijay
印度|Colors Tamil,http://nas.hxfkof.top:3005/api?id=Colorstam
印度|Sun Music,http://nas.hxfkof.top:3005/api?id=Sunmusic
印度|Astro Sunlife,http://nas.hxfkof.top:3005/api?id=Sunlife
印度|Astro Vaanavil,http://nas.hxfkof.top:3005/api?id=Vaanavil
印度|Zee Tamil,http://nas.hxfkof.top:3005/api?id=Zeetamil
印度|Zee Business,http://nas.hxfkof.top:3005/api?id=Zeebusiness
印度|News 18 Tamil,http://nas.hxfkof.top:3005/api?id=news18tamil_raj
印度|Adithya,http://nas.hxfkof.top:3005/api?id=Adithya
印度|Makkal TV,http://nas.hxfkof.top:3005/api?id=Makkaltv
印度|Zee Action,http://nas.hxfkof.top:3005/api?id=Zeeaction
印度|Astro KTV,http://nas.hxfkof.top:3005/api?id=Astroktv
印度|Zee TV,http://nas.hxfkof.top:3005/api?id=Zeetvhd
印度|Zee Cinema,http://nas.hxfkof.top:3005/api?id=Zeecinemahd
印度|Color,http://nas.hxfkof.top:3005/api?id=Colorhd
印度|Starplus,http://nas.hxfkof.top:3005/api?id=Starplushd
印度|Picture,http://nas.hxfkof.top:3005/api?id=Npicture
印度|Zee News,http://nas.hxfkof.top:3005/api?id=Zeenews
印度|Asianet,http://nas.hxfkof.top:3005/api?id=asianet_raj
印度|Asianet News,http://nas.hxfkof.top:3005/api?id=asianetnews_raj
印度|Discovery World Tamil,http://nas.hxfkof.top:3005/api?id=discoveryworldtam_raj
印度|History Tamil,http://nas.hxfkof.top:3005/api?id=historytam_raj
印度|NatGeo Tamil,http://nas.hxfkof.top:3005/api?id=natgeotamil_raj
印度|Natgeo Wild Tamil,http://nas.hxfkof.top:3005/api?id=natgeowildtamil_raj
印度|Discovery Kids Tamil,http://nas.hxfkof.top:3005/api?id=discoverykidtamil_raj
印度|Discovery Tamil,http://nas.hxfkof.top:3005/api?id=discoverytamil_raj
印度|Sony Yay Tamil,http://nas.hxfkof.top:3005/api?id=sonyyaytam_raj
印度|Sun TV India,http://nas.hxfkof.top:3005/api?id=suntv_raj
印度|Starmaa,http://nas.hxfkof.top:3005/api?id=starmaa_raj
印度|Starmaa Movies,http://nas.hxfkof.top:3005/api?id=starmaamovies_raj
印度|Bollyone,http://nas.hxfkof.top:3005/api?id=Bollyone
印度|Vijay Super,http://nas.hxfkof.top:3005/api?id=vijaysuper_raj
印度|Vellithirai,http://nas.hxfkof.top:3005/api?id=Vellithirai

泰国|Channel 3 Thailand,http://nas.hxfkof.top:3005/api?id=ch3_pat
泰国|Channel 5 Thailand,http://nas.hxfkof.top:3005/api?id=ch5_pat
泰国|Channel 7 Thailand,http://nas.hxfkof.top:3005/api?id=ch7_pat
泰国|MCOT Thailand-1,http://nas.hxfkof.top:3005/api?id=mcot_pat
泰国|PPTV Thailand1,http://nas.hxfkof.top:3005/api?id=pptv_pat
泰国|Thai Thai,http://nas.hxfkof.top:3005/api?id=thaithai_pat
泰国|Amarin,http://nas.hxfkof.top:3005/api?id=amarin_pat
泰国|Ch 8,http://nas.hxfkof.top:3005/api?id=ch8_pat
泰国|GmmOne,http://nas.hxfkof.top:3005/api?id=gmmone_pat
泰国|Mono,http://nas.hxfkof.top:3005/api?id=mono_pat
泰国|Thairath,http://nas.hxfkof.top:3005/api?id=thairath_pat
泰国|tpbs,http://nas.hxfkof.top:3005/api?id=tpbs_pat
泰国|Workpoint,http://nas.hxfkof.top:3005/api?id=workpoint_pat
泰国|Gmm Channel,http://nas.hxfkof.top:3005/api?id=gmmchannel_pat
泰国|Nation,http://nas.hxfkof.top:3005/api?id=nation_pat
泰国|Tnn24,http://nas.hxfkof.top:3005/api?id=tnn24_pat
泰国|Nbt,http://nas.hxfkof.top:3005/api?id=nbt_pat
泰国|New,http://nas.hxfkof.top:3005/api?id=new_pat
泰国|TPTV,http://nas.hxfkof.top:3005/api?id=tptv_pat

英国|BBC 1,http://nas.hxfkof.top:3005/api?id=bbc1_antik
英国|BBC 2,http://nas.hxfkof.top:3005/api?id=bbc2_antik
英国|CBBC,http://nas.hxfkof.top:3005/api?id=cbbc_antik
英国|More4,http://nas.hxfkof.top:3005/api?id=more4_antik
英国|Freesports,http://nas.hxfkof.top:3005/api?id=freesports_antik
英国|Pick TV,http://nas.hxfkof.top:3005/api?id=picktv_antik
英国|itv 1,http://nas.hxfkof.top:3005/api?id=itv1_antik
英国|itv 2,http://nas.hxfkof.top:3005/api?id=itv2_antik
英国|Euronews,http://nas.hxfkof.top:3005/api?id=euronews_antik
英国|Channel 4,http://nas.hxfkof.top:3005/api?id=channel4_antik
英国|BBC World News,http://nas.hxfkof.top:3005/api?id=bbcworldnews_antik

越南|ANTV,http://nas.hxfkof.top:3005/api?id=viet_antv
越南|VTV 1,http://nas.hxfkof.top:3005/api?id=viet_vtv1
越南|VTV 7,http://nas.hxfkof.top:3005/api?id=viet_vtv7
越南|HTV 7,http://nas.hxfkof.top:3005/api?id=viet_htv7
越南|HTV 9,http://nas.hxfkof.top:3005/api?id=viet_htv9
越南|BPTV 2,http://nas.hxfkof.top:3005/api?id=viet_bptv2
越南|BRT,http://nas.hxfkof.top:3005/api?id=viet_brt
越南|Ca Mau TV,http://nas.hxfkof.top:3005/api?id=viet_camautv
越南|Danang TV1,http://nas.hxfkof.top:3005/api?id=viet_danangtv1
越南|Danang TV2,http://nas.hxfkof.top:3005/api?id=viet_danangtv2
越南|HBTV,http://nas.hxfkof.top:3005/api?id=viet_hbtv
越南|PTTH 1,http://nas.hxfkof.top:3005/api?id=viet_ptth1

韩国|Arirang,http://nas.hxfkof.top:3005/api?id=arirang_korea
韩国|Yonhap News,http://nas.hxfkof.top:3005/api?id=yonhapnews_korea
韩国|CBS,http://nas.hxfkof.top:3005/api?id=cbs_korea
韩国|EBS 1,http://nas.hxfkof.top:3005/api?id=ebs1_korea
韩国|EBS2,http://nas.hxfkof.top:3005/api?id=ebs2_korea
韩国|EBS Plus2,http://nas.hxfkof.top:3005/api?id=ebsplus2_korea
韩国|SBS Plus,http://nas.hxfkof.top:3005/api?id=sbsplus_korea
韩国|YTN,http://nas.hxfkof.top:3005/api?id=ytn_korea
韩国|KBS World 24,http://nas.hxfkof.top:3005/api?id=kbsworld24_korea
韩国|YTN Science,http://nas.hxfkof.top:3005/api?id=ytnscience_korea
韩国|YTN Korean,http://nas.hxfkof.top:3005/api?id=ytnkorean_korea
韩国|YTN DMB,http://nas.hxfkof.top:3005/api?id=ytndmb_korea
韩国|Apps TV,http://nas.hxfkof.top:3005/api?id=appongoogle_korea
韩国|All the Kpop,http://nas.hxfkof.top:3005/api?id=allthekpop_korea
韩国|J the Kpop,http://nas.hxfkof.top:3005/api?id=jthekpop_korea
韩国|EBS Kids,http://nas.hxfkof.top:3005/api?id=ebskids_korea
韩国|CGNTV,http://nas.hxfkof.top:3005/api?id=cgntv_korea

日本|NHK-総合-2,http://nas.hxfkof.top:3005/api?id=nhkg_japan
日本|NHK-E,http://nas.hxfkof.top:3005/api?id=nhke_japan
日本|テレビ朝日 Asahi TV,http://nas.hxfkof.top:3005/api?id=asahitv_japan
日本|JET 綜合,http://nas.hxfkof.top:3005/api?id=jettv_japan
日本|テレビ東京 Tokyo TV,http://nas.hxfkof.top:3005/api?id=tokyotv_japan
日本|TOKYOMX,http://nas.hxfkof.top:3005/api?id=tokyomx_japan
日本|NHKBS1,http://nas.hxfkof.top:3005/api?id=nhkbs1_japan
日本|NHKBSプレミア Premium,http://nas.hxfkof.top:3005/api?id=nhkpremium_japan
日本|BSジャパン 181,http://nas.hxfkof.top:3005/api?id=bs181_japan
日本|BSフジ BS Fuji,http://nas.hxfkof.top:3005/api?id=bsfuji_japan
日本|CNA Japan,http://nas.hxfkof.top:3005/api?id=cna_japan
日本|BS-TBS,http://nas.hxfkof.top:3005/api?id=bstbs_japan
日本|NHK Oaska,http://nas.hxfkof.top:3005/api?id=nhkosaka_japan

📺电视剧📺,#genre#1
三国演义,http://bt.fjl626.top:6886/三国演义.php?raw=1
红楼梦,http://bt.fjl626.top:6886/红楼梦.php?raw=1
西游记,http://bt.fjl626.top:6886/西游记.php?raw=1
水浒传,http://bt.fjl626.top:6886/水浒传.php?raw=1
渴望,http://bt.fjl626.top:6886/渴望.php?raw=1
电视剧,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=gitv&id=GITV-JS-7.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
水浒传,http://120.77.28.4:8648/huya.php?id=11342384
大江大河,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=gitv&id=GITV-JS-43.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
人世间,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=gitv&id=GITV-JS-42.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
南来北往,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=gitv&id=GITV-JS-39.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
梦中的那片海,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=cntv&id=mengzhongdnph.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
狂飙,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=gitv&id=GITV-JS-41.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
父辈的荣耀,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=cntv&id=COSHD-4000k-1080P-fbdry.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
山海情,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=gitv&id=GITV-JS-44.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
繁花,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=cntv&id=fanhua.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
狗剩快跑,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=gitv&id=GITV-JS-40.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
猎冰,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=cntv&id=cos-liebing.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
永安梦,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=cntv&id=cos-yonganmeng.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
楚乔传,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=gitv&id=GITV-JS-26.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
漫长的季节,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=cntv&id=manchangdjj.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
黑土无言,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=cntv&id=COSHD-4000k-1080P-htwy.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
繁城之下,http://bt.fjl626.top:6869/k-web/PLTV/ku9/js/lin/dbdtv.js?p=cntv&id=COSHD-4000k-1080P-fczx.m3u8&mac=90:49:92:12:D7:46&tel=13913997749&uid=123108604
